index,voted
1895,0.6824
1896,0.6644
1897,0.6044
1898,0.6223
1899,0.6667
1900,0.5556
1901,0.6111
1902,0.958
1903,0.8829
1904,0.5663
1905,0.655
1906,0.5099
1907,0.7857
1908,0.7733
1909,0.5532
1910,0.6389
1911,0.8338
1912,0.5085
1913,0.647
1914,0.9577
1915,0.6693
1916,0.5501
1917,0.6126
1918,0.6665
1919,0.5973
1920,0.6567
1921,0.937
1922,0.9641
1923,0.6577
1924,0.7258
1925,0.7659
1926,0.5839
1927,0.5152
1928,0.9503
1929,0.5943
1930,0.9654
1931,0.7518
1932,0.8075
1933,0.5263
1934,0.9612
1935,0.7905
1936,0.5079
1937,0.8493
1938,0.7286
1939,0.8129
1940,0.526
1941,0.9446
1942,0.7469
1943,0.5762
1944,0.5251
1945,0.5602
1946,0.6859
1947,0.8005
1948,0.8839
1949,0.6023
1950,0.713
1951,0.5759
1952,0.7088
1953,0.7375
1954,0.6301
1955,0.5599
1956,0.5867
1957,0.6641
1958,0.5914
1959,0.522
1960,0.8058
1961,0.6463
1962,0.759
1963,0.8228
1964,0.7768
1965,0.9609
1966,0.6473
1967,0.9544
1968,0.7432
1969,0.5182
1970,0.7898
1971,0.5471
1972,0.5135
1973,0.6671
1974,0.6493
1975,0.7226
1976,0.5095
1977,0.8177
1978,0.8802
1979,0.7192
1980,0.7556
1981,0.8387
1982,0.7034
1983,0.6919
1984,0.6445
1985,0.8448
1986,0.6764
1987,0.9573
1988,0.6782
1989,0.566
1990,0.7203
1991,0.5117
1992,0.5558
1993,0.8044
1994,0.7104
1995,0.7018
1996,0.9524
1997,0.6681
1998,0.9487
1999,0.8076
2000,0.7662
2001,0.9569
2002,0.5839
2003,0.653
2004,0.5088
2005,0.6714
2006,0.7139
2007,0.6081
2008,0.7632
2009,0.5417
2010,0.8047
2011,0.7372
2012,0.5803
2013,0.5383
2014,0.5021
2015,0.6968
2016,0.5797
2017,0.5102
2018,0.66
2019,0.5095
2020,0.6581
2021,0.7475
2022,0.7311
2023,0.7134
2024,0.5347
2025,0.6885
2026,0.781
2027,0.751
2028,0.7411
2029,0.5773
2030,0.6344
2031,0.7357
2032,0.6359
2033,0.9607
2034,0.5365
2035,0.7265
2036,0.8147
2037,0.5347
2038,0.9602
2039,0.6417
2040,0.5128
2041,0.5364
2042,0.5293
2043,0.5441
2044,0.7182
2045,0.7866
2046,0.9524
2047,0.8791
2048,0.6776
2049,0.5325
2050,0.5598
2051,0.9529
2052,0.9615
2053,0.544
2054,0.5638
2055,0.7515
2056,0.6352
2057,0.7575
2058,0.6518
2059,0.5272
2060,0.52
2061,0.5182
2062,0.5401
2063,0.558
2064,0.9576
2065,0.7623
2066,0.5295
2067,0.5371
2068,0.6574
2069,0.7612
2070,0.7019
2071,0.5979
2072,0.7541
2073,0.56
2074,0.5607
2075,0.9725
2076,0.7322
2077,0.7431
2078,0.7114
2079,0.9355
2080,0.9485
2081,0.7165
2082,0.8381
2083,0.602
2084,0.7182
2085,0.6694
2086,0.9555
2087,0.9677
2088,0.8013
2089,0.5842
2090,0.5293
2091,0.9637
2092,0.7772
2093,0.6883
2094,0.6274
2095,0.7588
2096,0.7572
2097,0.7485
2098,0.6842
2099,0.9728
2100,0.8086
2101,0.7371
2102,0.5417
2103,0.617
2104,0.6859
2105,0.703
2106,0.5656
2107,0.6006
2108,0.9573
2109,0.7082
2110,0.705
2111,0.5108
2112,0.571
2113,0.7818
2114,0.9597
2115,0.8461
2116,0.5735
2117,0.5286
2118,0.553
2119,0.5951
2120,0.8119
2121,0.5897
2122,0.6576
2123,0.9529
2124,0.5884
2125,0.7636
2126,0.7566
2127,0.5867
2128,0.6008
2129,0.755
2130,0.5592
2131,0.8202
2132,0.6952
2133,0.7534
2134,0.9625
2135,0.6823
2136,0.6413
2137,0.7943
2138,0.6943
2139,0.9627
2140,0.9572
2141,0.6288
2142,0.8236
2143,0.7775
2144,0.9698
2145,0.5648
2146,0.9508
2147,0.5016
2148,0.9656
2149,0.5437
2150,0.6037
2151,0.7965
2152,0.5298
2153,0.7345
2154,0.5753
2155,0.86
2156,0.7031
2157,0.561
2158,0.6666
2159,0.6082
2160,0.7534
2161,0.5661
2162,0.8213
2163,0.5819
2164,0.6378
2165,0.6296
2166,0.5254
2167,0.7288
2168,0.6795
2169,0.8801
2170,0.6522
2171,0.7038
2172,0.5213
2173,0.6436
2174,0.7815
2175,0.8322
2176,0.7941
2177,0.7694
2178,0.7291
2179,0.6093
2180,0.5186
2181,0.607
2182,0.6004
2183,0.5806
2184,0.7488
2185,0.7931
2186,0.8357
2187,0.6311
2188,0.6582
2189,0.9118
2190,0.7183
2191,0.5174
2192,0.6438
2193,0.5939
2194,0.7428
2195,0.577
2196,0.8167
2197,0.5556
2198,0.6959
2199,0.704
2200,0.6047
2201,0.7601
2202,0.5314
2203,0.6209
2204,0.971
2205,0.6561
2206,0.6736
2207,0.578
2208,0.7511
2209,0.6623
2210,0.7076
2211,0.575
2212,0.6731
2213,0.6404
2214,0.6395
2215,0.8029
2216,0.596
2217,0.5514
2218,0.5563
2219,0.503
2220,0.6866
2221,0.5994
2222,0.582
2223,0.5695
2224,0.729
2225,0.5708
2226,0.7104
2227,0.6205
2228,0.5613
2229,0.8869
2230,0.6748
2231,0.6331
2232,0.6359
2233,0.6932
2234,0.7393
2235,0.5814
2236,0.8523
2237,0.7858
2238,0.7928
2239,0.7135
2240,0.6443
2241,0.7447
2242,0.7581
2243,0.5892
2244,0.5697
2245,0.7451
2246,0.7374
2247,0.7683
2248,0.6927
2249,0.9491
2250,0.9434
2251,0.6329
2252,0.5543
2253,0.7248
2254,0.641
2255,0.7246
2256,0.9652
2257,0.7335
2258,0.5333
2259,0.7236
2260,0.9794
2261,0.6404
2262,0.695
2263,0.7306
2264,0.5111
2265,0.9301
2266,0.8567
2267,0.6107
2268,0.6826
2269,0.5914
2270,0.6519
2271,0.6784
2272,0.6045
2273,0.7165
2274,0.8451
2275,0.9495
2276,0.9272
2277,0.5945
2278,0.624
2279,0.7693
2280,0.6442
2281,0.9743
2282,0.5067
2283,0.5836
2284,0.6867
2285,0.6117
2286,0.6717
2287,0.7958
2288,0.5761
2289,0.6933
2290,0.5972
2291,0.6093
2292,0.7473
2293,0.5096
2294,0.8196
2295,0.5448
2296,0.708
2297,0.6435
2298,0.6056
2299,0.578
2300,0.5875
2301,0.9769
2302,0.8746
2303,0.5794
2304,0.7425
2305,0.7241
2306,0.9588
2307,0.7062
2308,0.6347
2309,0.6746
2310,0.7513
2311,0.6154
2312,0.7955
2313,0.6539
2314,0.6187
2315,0.9464
2316,0.8755
2317,0.671
2318,0.619
2319,0.7295
2320,0.5631
2321,0.8085
2322,0.9451
2323,0.5565
2324,0.761
2325,0.7669
2326,0.6706
2327,0.7741
2328,0.8215
2329,0.8428
2330,0.5197
2331,0.9607
2332,0.5274
2333,0.7192
2334,0.6754
2335,0.7223
2336,0.661
2337,0.6216
2338,0.6739
2339,0.6818
2340,0.5851
2341,0.6482
2342,0.7931
2343,0.9644
2344,0.6881
2345,0.6357
2346,0.5544
2347,0.651
2348,0.569
2349,0.6384
2350,0.5285
2351,0.723
2352,0.553
2353,0.7367
2354,0.981
2355,0.7301
2356,0.804
2357,0.7202
2358,0.6107
2359,0.752
2360,0.5901
2361,0.6157
2362,0.729
2363,0.6647
2364,0.593
2365,0.5197
2366,0.6269
2367,0.6754
2368,0.7568
2369,0.633
2370,0.5771
2371,0.7166
2372,0.5046
2373,0.6529
2374,0.7127
2375,0.5217
2376,0.7122
2377,0.7031
2378,0.5169
2379,0.6414
2380,0.5589
2381,0.7786
2382,0.8008
2383,0.9478
2384,0.9486
2385,0.5779
2386,0.8573
2387,0.6401
2388,0.5402
2389,0.7083
2390,0.5964
2391,0.7668
2392,0.5953
2393,0.504
2394,0.702
2395,0.7478
2396,0.7278
2397,0.57
2398,0.5522
2399,0.9431
2400,0.7098
2401,0.5162
2402,0.6212
2403,0.6049
2404,0.6997
2405,0.5756
2406,0.7347
2407,0.9581
2408,0.7766
2409,0.6023
2410,0.6179
2411,0.6538
2412,0.6179
2413,0.5264
2414,0.7815
2415,0.6217
2416,0.6133
2417,0.9544
2418,0.6716
2419,0.7813
2420,0.9564
2421,0.565
2422,0.7976
2423,0.9705
2424,0.7364
2425,0.7601
2426,0.5118
2427,0.6236
2428,0.7487
2429,0.9673
2430,0.6913
2431,0.8347
2432,0.9614
2433,0.713
2434,0.6943
2435,0.5412
2436,0.7467
2437,0.5365
2438,0.8178
2439,0.7666
2440,0.5855
2441,0.8183
2442,0.7291
2443,0.5685
2444,0.8261
2445,0.705
2446,0.9578
2447,0.5885
2448,0.9598
2449,0.5472
2450,0.6854
2451,0.6431
2452,0.8431
2453,0.6857
2454,0.7521
2455,0.6919
2456,0.6399
2457,0.7471
2458,0.8315
2459,0.8418
2460,0.9716
2461,0.6813
2462,0.9722
2463,0.9643
2464,0.8311
2465,0.6433
2466,0.6002
2467,0.5412
2468,0.605
2469,0.5893
2470,0.5513
2471,0.5604
2472,0.7676
2473,0.5273
2474,0.5651
2475,0.6278
2476,0.5066
2477,0.5457
2478,0.5959
2479,0.8064
2480,0.647
2481,0.5503
2482,0.9591
2483,0.5767
2484,0.5359
2485,0.6969
2486,0.586
2487,0.6745
2488,0.5212
2489,0.5065
2490,0.6086
2491,0.7568
2492,0.9339
2493,0.806
2494,0.5234
2495,0.6635
2496,0.7618
2497,0.9696
2498,0.5238
2499,0.7134
2500,0.5613
2501,0.6868
2502,0.7651
2503,0.8063
2504,0.7333
2505,0.6745
2506,0.585
2507,0.5463
2508,0.5217
2509,0.6062
2510,0.5435
2511,0.8516
2512,0.5738
2513,0.6719
2514,0.7616
2515,0.6949
2516,0.6303
2517,0.7698
2518,0.9576
2519,0.9654
2520,0.5004
2521,0.6345
2522,0.572
2523,0.5051
2524,0.589
2525,0.7402
2526,0.7304
2527,0.6435
2528,0.9213
2529,0.7392
2530,0.6549
2531,0.696
2532,0.5989
2533,0.5683
2534,0.5138
2535,0.6344
2536,0.5855
2537,0.5944
2538,0.6573
2539,0.5186
2540,0.621
2541,0.668
2542,0.5672
2543,0.8312
2544,0.6506
2545,0.7224
2546,0.7242
2547,0.9734
2548,0.6109
2549,0.5143
2550,0.7446
2551,0.5658
2552,0.7474
2553,0.7837
2554,0.5495
2555,0.5107
2556,0.9516
2557,0.5233
2558,0.7633
2559,0.8117
2560,0.7009
2561,0.8736
2562,0.582
2563,0.6692
2564,0.8813
2565,0.6026
2566,0.5754
2567,0.7063
2568,0.621
2569,0.7364
2570,0.5384
2571,0.712
2572,0.9652
2573,0.8493
2574,0.6206
2575,0.5685
2576,0.6113
2577,0.8443
2578,0.7747
2579,0.9765
2580,0.9579
2581,0.7777
2582,0.7208
2583,0.7044
2584,0.7029
2585,0.5167
2586,0.5262
2587,0.9019
2588,0.6173
2589,0.6707
2590,0.8718
2591,0.5095
2592,0.8486
2593,0.6385
2594,0.7476
2595,0.5281
2596,0.5512
2597,0.9428
2598,0.7011
2599,0.7719
2600,0.5396
2601,0.6663
2602,0.549
2603,0.5961
2604,0.7225
2605,0.533
2606,0.8687
2607,0.6749
2608,0.7636
2609,0.8735
2610,0.6154
2611,0.7439
2612,0.5745
2613,0.898
2614,0.9578
2615,0.9543
2616,0.5781
2617,0.8524
2618,0.6472
2619,0.8653
2620,0.6661
2621,0.7861
2622,0.6203
2623,0.6945
2624,0.648
2625,0.6813
2626,0.689
2627,0.6368
2628,0.7069
2629,0.7499
2630,0.8332
2631,0.6644
2632,0.6525
2633,0.5708
2634,0.9554
2635,0.5139
2636,0.5209
2637,0.6077
2638,0.6678
2639,0.5058
2640,0.7727
2641,0.8718
2642,0.5642
2643,0.7708
2644,0.5884
2645,0.5887
2646,0.6016
2647,0.6754
2648,0.6344
2649,0.7393
2650,0.5587
2651,0.7452
2652,0.6946
2653,0.5985
2654,0.774
2655,0.9506
2656,0.8274
2657,0.9523
2658,0.8729
2659,0.9405
2660,0.7494
2661,0.5397
2662,0.6376
2663,0.632
2664,0.5936
2665,0.7313
2666,0.6763
2667,0.7942
2668,0.8005
2669,0.7426
2670,0.6922
2671,0.7174
2672,0.7246
2673,0.6038
2674,0.7636
2675,0.7154
2676,0.725
2677,0.7315
2678,0.6514
2679,0.7532
2680,0.8438
2681,0.9532
2682,0.5744
2683,0.614
2684,0.6229
2685,0.7483
2686,0.5655
2687,0.8119
2688,0.5106
2689,0.7629
2690,0.5629
2691,0.5923
2692,0.5413
2693,0.8019
2694,0.8494
2695,0.5209
2696,0.7813
2697,0.9524
2698,0.5231
2699,0.8899
2700,0.7746
2701,0.8
2702,0.6515
2703,0.736
2704,0.5599
2705,0.6418
2706,0.5951
2707,0.6628
2708,0.5433
2709,0.7439
2710,0.5186
2711,0.8993
2712,0.6079
2713,0.5196
2714,0.5023
2715,0.6636
2716,0.7384
2717,0.6401
2718,0.5675
2719,0.6505
2720,0.9304
2721,0.9538
2722,0.5424
2723,0.5006
2724,0.9568
2725,0.6357
2726,0.8314
2727,0.944
2728,0.6725
2729,0.6584
2730,0.7472
2731,0.5643
2732,0.6537
2733,0.5574
2734,0.8069
2735,0.646
2736,0.508
2737,0.688
2738,0.7671
2739,0.6951
2740,0.9552
2741,0.5953
2742,0.6919
2743,0.6619
2744,0.9725
2745,0.5618
2746,0.798
2747,0.6817
2748,0.5864
2749,0.7205
2750,0.6245
2751,0.6957
2752,0.9577
2753,0.8273
2754,0.731
2755,0.5978
2756,0.7633
2757,0.7658
2758,0.5703
2759,0.5608
2760,0.9457
2761,0.7266
2762,0.7535
2763,0.5639
2764,0.8102
2765,0.5706
2766,0.8629
2767,0.6189
2768,0.575
2769,0.7718
2770,0.6705
2771,0.8845
2772,0.5346
2773,0.6293
2774,0.5653
2775,0.6245
2776,0.6136
2777,0.5158
2778,0.5477
2779,0.6777
2780,0.5734
2781,0.8309
2782,0.674
2783,0.7267
2784,0.8629
2785,0.7212
2786,0.6261
2787,0.7666
2788,0.8245
2789,0.6066
2790,0.5558
2791,0.7516
2792,0.6323
2793,0.6546
2794,0.7025
2795,0.7042
2796,0.9585
2797,0.5498
2798,0.7444
2799,0.5857
2800,0.7362
2801,0.8401
2802,0.8098
2803,0.8152
2804,0.6639
2805,0.7472
2806,0.7212
2807,0.6631
2808,0.7696
2809,0.5836
2810,0.5321
2811,0.5486
2812,0.9465
2813,0.6105
2814,0.5463
2815,0.592
2816,0.8341
2817,0.6628
2818,0.9493
2819,0.5448
2820,0.7293
2821,0.6791
2822,0.5608
2823,0.9539
2824,0.6964
2825,0.9011
2826,0.6171
2827,0.9649
2828,0.5465
2829,0.8289
2830,0.7417
2831,0.7518
2832,0.7375
2833,0.744
2834,0.9496
2835,0.7866
2836,0.6013
2837,0.6032
2838,0.5397
2839,0.8701
2840,0.6384
2841,0.6909
2842,0.6827
2843,0.7443
2844,0.5457
2845,0.9577
2846,0.6189
2847,0.7837
2848,0.6689
2849,0.6362
2850,0.7842
2851,0.9463
2852,0.5993
2853,0.6349
2854,0.5099
2855,0.5006
2856,0.8629
2857,0.9523
2858,0.6711
2859,0.7477
2860,0.9425
2861,0.7462
2862,0.5524
2863,0.7307
2864,0.9503
2865,0.6309
2866,0.5185
2867,0.5848
2868,0.7553
2869,0.7565
2870,0.7524
2871,0.5194
2872,0.564
2873,0.8202
2874,0.6516
2875,0.8362
2876,0.7231
2877,0.5844
2878,0.5447
2879,0.5714
2880,0.5372
2881,0.9461
2882,0.6842
2883,0.5082
2884,0.6134
2885,0.9392
2886,0.7033
2887,0.6725
2888,0.7621
2889,0.5743
2890,0.7541
2891,0.8294
2892,0.6133
2893,0.6551
2894,0.8271
2895,0.5818
2896,0.9581
2897,0.6937
2898,0.6053
2899,0.7819
2900,0.6851
2901,0.9464
2902,0.6841
2903,0.595
2904,0.5059
2905,0.5826
2906,0.7519
2907,0.5331
2908,0.9506
2909,0.7054
2910,0.5545
2911,0.5912
2912,0.7283
2913,0.541
2914,0.5156
2915,0.646
2916,0.608
2917,0.7429
2918,0.5476
2919,0.5424
2920,0.569
2921,0.7757
2922,0.7009
2923,0.7675
2924,0.6366
2925,0.5132
2926,0.7202
2927,0.809
2928,0.7254
2929,0.5152
2930,0.6903
2931,0.9555
2932,0.8197
2933,0.7152
2934,0.7405
2935,0.5813
2936,0.5414
2937,0.9525
2938,0.6223
2939,0.5395
2940,0.5101
2941,0.6091
2942,0.7373
2943,0.6131
2944,0.776
2945,0.6129
2946,0.6203
2947,0.5019
2948,0.9507
2949,0.8449
2950,0.7694
2951,0.5003
2952,0.5929
2953,0.6759
2954,0.5211
2955,0.9622
2956,0.9646
2957,0.6857
2958,0.7874
2959,0.6174
2960,0.6741
2961,0.5921
2962,0.5332
2963,0.572
2964,0.5935
2965,0.6475
2966,0.956
2967,0.6709
2968,0.6279
2969,0.9563
2970,0.7253
2971,0.9555
2972,0.794
2973,0.6143
2974,0.6385
2975,0.5177
2976,0.7946
2977,0.723
2978,0.5135
2979,0.5073
2980,0.7282
2981,0.7108
2982,0.9689
2983,0.6476
2984,0.7936
2985,0.8396
2986,0.5758
2987,0.5411
2988,0.5788
2989,0.5842
2990,0.5249
2991,0.9509
2992,0.6635
2993,0.7288
2994,0.7087
2995,0.6676
2996,0.6253
2997,0.5815
2998,0.7353
2999,0.6203
3000,0.5686
3001,0.7867
3002,0.5486
3003,0.7644
3004,0.6488
3005,0.551
3006,0.559
3007,0.5962
3008,0.6554
3009,0.8799
3010,0.655
3011,0.6164
3012,0.8096
3013,0.576
3014,0.7286
3015,0.9623
3016,0.6002
3017,0.5061
3018,0.6643
3019,0.9675
3020,0.6381
3021,0.5787
3022,0.6305
3023,0.6408
3024,0.5565
3025,0.5094
3026,0.6185
3027,0.7724
3028,0.878
3029,0.6103
3030,0.7065
3031,0.7592
3032,0.9009
3033,0.6153
3034,0.6771
3035,0.6373
3036,0.8366
3037,0.7132
3038,0.5011
3039,0.6365
3040,0.6035
3041,0.6384
3042,0.6964
3043,0.5829
3044,0.677
3045,0.9527
3046,0.5507
3047,0.5542
3048,0.8448
3049,0.6669
3050,0.792
3051,0.5612
3052,0.5488
3053,0.6942
3054,0.8846
3055,0.751
3056,0.6787
3057,0.7754
3058,0.5153
3059,0.6573
3060,0.5739
3061,0.8486
3062,0.8075
3063,0.5367
3064,0.9432
3065,0.7338
3066,0.5386
3067,0.7232
3068,0.8221
3069,0.6769
3070,0.5158
3071,0.6238
3072,0.794
3073,0.9654
3074,0.6326
3075,0.6917
3076,0.5479
3077,0.6353
3078,0.6813
3079,0.5943
3080,0.5897
3081,0.5088
3082,0.7638
3083,0.9711
3084,0.7268
3085,0.5799
3086,0.5098
3087,0.7918
3088,0.8985
3089,0.7127
3090,0.9369
3091,0.9584
3092,0.6786
3093,0.5549
3094,0.5399
3095,0.5785
3096,0.9428
3097,0.9387
3098,0.5367
3099,0.5987
3100,0.7994
3101,0.593
3102,0.5684
3103,0.8075
3104,0.6167
3105,0.5638
3106,0.7355
3107,0.7495
3108,0.6606
3109,0.7183
3110,0.8857
3111,0.6103
3112,0.5598
3113,0.6678
3114,0.5756
3115,0.6754
3116,0.9665
3117,0.5244
3118,0.9501
3119,0.8458
3120,0.6872
3121,0.7685
3122,0.9716
3123,0.5018
3124,0.5894
3125,0.6509
3126,0.5081
3127,0.5249
3128,0.6237
3129,0.6049
3130,0.687
3131,0.5218
3132,0.5705
3133,0.6642
3134,0.5036
3135,0.5565
3136,0.6041
3137,0.5138
3138,0.9657
3139,0.8098
3140,0.6207
3141,0.7477
3142,0.5698
3143,0.5669
3144,0.7274
3145,0.6273
3146,0.6061
3147,0.737
3148,0.5503
3149,0.6937
3150,0.5841
3151,0.5617
3152,0.6123
3153,0.96
3154,0.7698
3155,0.5801
3156,0.5233
3157,0.6638
3158,0.5093
3159,0.5164
3160,0.5455
3161,0.6458
3162,0.615
3163,0.772
3164,0.6512
3165,0.5968
3166,0.6016
3167,0.6771
3168,0.6381
3169,0.5107
3170,0.5946
3171,0.7025
3172,0.7334
3173,0.6488
3174,0.6735
3175,0.74
3176,0.5784
3177,0.8221
3178,0.5689
3179,0.5343
3180,0.7131
3181,0.718
3182,0.5072
3183,0.5876
3184,0.6609
3185,0.5957
3186,0.6064
3187,0.5045
3188,0.6189
3189,0.5204
3190,0.6423
3191,0.6527
3192,0.9407
3193,0.8265
3194,0.7834
3195,0.8146
3196,0.6748
3197,0.8036
3198,0.5378
3199,0.7472
3200,0.5271
3201,0.7017
3202,0.5421
3203,0.556
3204,0.8048
3205,0.6979
3206,0.814
3207,0.57
3208,0.5047
3209,0.961
3210,0.7169
3211,0.5214
3212,0.6305
3213,0.8122
3214,0.6983
3215,0.5566
3216,0.8583
3217,0.7824
3218,0.6086
3219,0.77
3220,0.544
3221,0.726
3222,0.7168
3223,0.652
3224,0.6119
3225,0.7048
3226,0.5242
3227,0.6234
3228,0.5935
3229,0.8466
3230,0.5159
3231,0.5521
3232,0.6875
3233,0.5606
3234,0.9608
3235,0.5682
3236,0.9547
3237,0.7972
3238,0.5639
3239,0.5856
3240,0.8503
3241,0.7966
3242,0.5096
3243,0.7403
3244,0.6029
3245,0.6195
3246,0.9738
3247,0.7071
3248,0.5956
3249,0.7147
3250,0.7856
3251,0.6594
3252,0.9443
3253,0.6337
3254,0.5607
3255,0.7186
3256,0.7256
3257,0.517
3258,0.546
3259,0.6065
3260,0.5923
3261,0.768
3262,0.601
3263,0.7733
3264,0.6311
3265,0.51
3266,0.9523
3267,0.7539
3268,0.5481
3269,0.959
3270,0.7183
3271,0.6052
3272,0.702
3273,0.6175
3274,0.6353
3275,0.5499
3276,0.5254
3277,0.7814
3278,0.7414
3279,0.9616
3280,0.761
3281,0.7044
3282,0.6812
3283,0.5425
3284,0.588
3285,0.6926
3286,0.6069
3287,0.6748
3288,0.8547
3289,0.5038
3290,0.6191
3291,0.5828
3292,0.5083
3293,0.9564
3294,0.7131
3295,0.796
3296,0.6302
3297,0.6444
3298,0.9435
3299,0.6228
3300,0.5968
3301,0.5103
3302,0.5654
3303,0.5085
3304,0.5735
3305,0.8201
3306,0.6902
3307,0.6789
3308,0.54
3309,0.5804
3310,0.5357
3311,0.5566
3312,0.5477
3313,0.7157
3314,0.8732
3315,0.626
3316,0.597
3317,0.8405
3318,0.8294
3319,0.615
3320,0.7497
3321,0.623
3322,0.8585
3323,0.6952
3324,0.6991
3325,0.7905
3326,0.539
3327,0.6053
3328,0.7569
3329,0.8003
3330,0.5134
3331,0.5676
3332,0.6636
3333,0.8027
3334,0.9457
3335,0.5568
3336,0.9505
3337,0.8594
3338,0.5284
3339,0.6241
3340,0.9548
3341,0.72
3342,0.9536
3343,0.7144
3344,0.7348
3345,0.559
3346,0.574
3347,0.6459
3348,0.8875
3349,0.7671
3350,0.5175
3351,0.6204
3352,0.9431
3353,0.5392
3354,0.5827
3355,0.6261
3356,0.9535
3357,0.6052
3358,0.5077
3359,0.7195
3360,0.717
3361,0.604
3362,0.6624
3363,0.6594
3364,0.8728
3365,0.7236
3366,0.7528
3367,0.6202
3368,0.9749
3369,0.6573
3370,0.7213
3371,0.5148
3372,0.6115
3373,0.7482
3374,0.7452
3375,0.9425
3376,0.6572
3377,0.597
3378,0.6649
3379,0.965
3380,0.5492
3381,0.5357
3382,0.9691
3383,0.7151
3384,0.7967
3385,0.5273
3386,0.5301
3387,0.8275
3388,0.7083
3389,0.8642
3390,0.6305
3391,0.7364
3392,0.5557
3393,0.521
3394,0.6801
3395,0.7433
3396,0.8058
3397,0.7594
3398,0.6345
3399,0.6127
3400,0.6739
3401,0.6736
3402,0.648
3403,0.5146
3404,0.5849
3405,0.5564
3406,0.9529
3407,0.6143
3408,0.8235
3409,0.6266
3410,0.5531
3411,0.6448
3412,0.7557
3413,0.5749
3414,0.5844
3415,0.9655
3416,0.702
3417,0.9435
3418,0.9538
3419,0.6859
3420,0.6984
3421,0.6517
3422,0.7615
3423,0.5111
3424,0.6047
3425,0.5781
3426,0.6098
3427,0.7054
3428,0.7828
3429,0.631
3430,0.8053
3431,0.5745
3432,0.6152
3433,0.6234
3434,0.6371
3435,0.5933
3436,0.9506
3437,0.5232
3438,0.6205
3439,0.6833
3440,0.5168
3441,0.8584
3442,0.7693
3443,0.5598
3444,0.5711
3445,0.9375
3446,0.7574
3447,0.5214
3448,0.5462
3449,0.6603
3450,0.7072
3451,0.7972
3452,0.5292
3453,0.5025
3454,0.964
3455,0.8869
3456,0.6831
3457,0.7606
3458,0.9761
3459,0.9479
3460,0.6935
3461,0.6109
3462,0.584
3463,0.5963
3464,0.8159
3465,0.9146
3466,0.6497
3467,0.5377
3468,0.6057
3469,0.6397
3470,0.6171
3471,0.6636
3472,0.682
3473,0.6891
3474,0.5644
3475,0.6036
3476,0.6533
3477,0.6681
3478,0.5538
3479,0.713
3480,0.5285
3481,0.751
3482,0.588
3483,0.9523
3484,0.975
3485,0.5082
3486,0.609
3487,0.6206
3488,0.5487
3489,0.9499
3490,0.9495
3491,0.527
3492,0.775
3493,0.9698
3494,0.584
3495,0.8562
3496,0.8025
3497,0.607
3498,0.5672
3499,0.6362
3500,0.6183
3501,0.6519
3502,0.5558
3503,0.5543
3504,0.7937
3505,0.5514
3506,0.5181
3507,0.9703
3508,0.7598
3509,0.6732
3510,0.648
3511,0.7234
3512,0.7489
3513,0.5194
3514,0.6954
3515,0.8671
3516,0.6384
3517,0.5644
3518,0.8101
3519,0.5446
3520,0.5792
3521,0.6276
3522,0.6681
3523,0.889
3524,0.9516
3525,0.5362
3526,0.5449
3527,0.8172
3528,0.5755
3529,0.6543
3530,0.5534
3531,0.971
3532,0.792
3533,0.7164
3534,0.9527
3535,0.5914
3536,0.727
3537,0.9731
3538,0.5882
3539,0.8222
3540,0.6676
3541,0.5242
3542,0.5737
3543,0.8046
3544,0.6029
3545,0.9391
3546,0.6631
3547,0.5598
3548,0.7507
3549,0.9565
3550,0.8042
3551,0.9712
3552,0.5923
3553,0.6805
3554,0.5928
3555,0.5762
3556,0.5279
3557,0.9024
3558,0.5007
3559,0.5069
3560,0.7056
3561,0.6013
3562,0.8309
3563,0.6356
3564,0.6878
3565,0.6563
3566,0.6362
3567,0.6506
3568,0.7849
3569,0.5007
3570,0.7749
3571,0.5033
3572,0.9514
3573,0.8879
3574,0.7032
3575,0.8017
3576,0.7348
3577,0.5342
3578,0.9482
3579,0.8631
3580,0.5142
3581,0.6711
3582,0.8208
3583,0.7309
3584,0.8023
3585,0.6621
3586,0.7679
3587,0.9749
3588,0.5447
3589,0.7166
3590,0.7517
3591,0.6398
3592,0.7761
3593,0.6953
3594,0.7905
3595,0.9727
3596,0.5881
3597,0.6442
3598,0.7888
3599,0.5624
3600,0.6493
3601,0.6077
3602,0.9548
3603,0.8573
3604,0.7462
3605,0.7139
3606,0.5715
3607,0.783
3608,0.5555
3609,0.7014
3610,0.5674
3611,0.8186
3612,0.6159
3613,0.9743
3614,0.549
3615,0.9519
3616,0.8751
3617,0.7124
3618,0.8466
3619,0.7136
3620,0.6819
3621,0.7201
3622,0.7521
3623,0.6011
3624,0.6766
3625,0.9524
3626,0.7979
3627,0.6397
3628,0.5234
3629,0.6416
3630,0.654
3631,0.6882
3632,0.5619
3633,0.6666
3634,0.6276
3635,0.7645
3636,0.6572
3637,0.7638
3638,0.8946
3639,0.5283
3640,0.8783
3641,0.7402
3642,0.6517
3643,0.7279
3644,0.8732
3645,0.6362
3646,0.5601
3647,0.5598
3648,0.8433
3649,0.5762
3650,0.5957
3651,0.5075
3652,0.6629
3653,0.8585
3654,0.5137
3655,0.5114
3656,0.5923
3657,0.5406
3658,0.8731
3659,0.7235
3660,0.9614
3661,0.5954
3662,0.5137
3663,0.823
3664,0.6887
3665,0.537
3666,0.761
